,Ruby (Manik)
5715,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-5-190405_1.jpg
5716,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-6-190405_1.jpg
5717,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-7-190405_1.jpg
5718,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-8-190405_1.jpg
5719,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
5720,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
5721,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp114315-1-270423.jpg
5722,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp114315-2-270423.jpg
5723,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp114315-3-270423.jpg
5724,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp80253-1-300622.jpg
5725,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp80253-2-300622.jpg
5726,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp80253-3-300622.jpg
5727,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
5728,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
5729,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-1-190405_1.jpg
5730,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-2-190405_1.jpg
5731,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-3-190405_1.jpg
5732,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5733,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5734,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5735,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5736,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5737,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124551-1-250723.jpg
5738,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124551-2-250723.jpg
5739,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124551-3-250723.jpg
5740,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-1_1.jpg
5741,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-2_1.jpg
5742,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-3_1.jpg
5743,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-6_1.jpg
5744,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-5_1.jpg
5745,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-4_1.jpg
5746,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5747,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5748,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5749,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5750,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp134805-1-300124.jpg
5751,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp134805-2-300124.jpg
5752,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp134805-3-300124.jpg
5753,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5754,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-1-190405_1.jpg
5755,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-2-190405_1.jpg
5756,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-3-190405_1.jpg
5757,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-4-190405_1.jpg
5758,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-5-190405_1.jpg
5759,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5760,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5761,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104321-1-200922.jpg
5762,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104321-2-200922.jpg
5763,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104321-3-200922.jpg
5764,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5765,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5766,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-1-190405_1.jpg
5767,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-2-190405_1.jpg
5768,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-3-190405_1.jpg
5769,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
5770,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
5771,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
5772,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-1-190405_1.jpg
5773,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-2-190405_1.jpg
5774,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-3-190405_1.jpg
5775,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5776,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-1-190405_1.jpg
5777,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-2-190405_1.jpg
5778,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-3-190405_1.jpg
5779,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-4-190405_1.jpg
5780,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-5-190405_1.jpg
5781,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-6-190405_1.jpg
5782,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-7-190405_1.jpg
5783,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-8-190405_1.jpg
5784,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
5785,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-1-190405_1.jpg
5786,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-2-190405_1.jpg
5787,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-3-190405_1.jpg
5788,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-1-190405_1.jpg
5789,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-2-190405_1.jpg
5790,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-3-190405_1.jpg
5791,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5792,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
5793,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
5794,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp117093-1-280423.jpg
5795,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp117093-2-280423.jpg
5796,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp117093-3-280423.jpg
5797,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5798,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
5799,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-1_1_1.jpg
5800,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-2_1_1.jpg
5801,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-8_1_1.jpg
5802,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-7_1_1.jpg
5803,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-4_1_1.jpg
5804,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-3_1_1.jpg
5805,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-5_1_1.jpg
5806,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-6_1_1.jpg
5807,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp102622-1-120822.jpg
5808,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp102622-2-120822.jpg
5809,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp102622-3-120822.jpg
5810,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-1-190405_1.jpg
5811,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-2-190405_1.jpg
5812,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-3-190405_1.jpg
5813,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-4-190405_1.jpg
5814,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-5-190405_1.jpg
5815,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-6-190405_1.jpg
5816,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-7-190405_1.jpg
5817,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-MOZAM-PREM-8-190405_1.jpg
5818,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120852-1-190623.jpg
5819,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120852-2-190623.jpg
5820,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120852-3-190623.jpg
5821,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-1-190405_1.jpg
5822,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-2-190405_1.jpg
5823,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-3-190405_1.jpg
5824,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-1-190405_1.jpg
5825,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-2-190405_1.jpg
5826,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-NEWBURMA-3-190405_1.jpg
5827,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5828,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5829,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5830,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5831,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-1-190405_1.jpg
5832,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-2-190405_1.jpg
5833,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-3-190405_1.jpg
5834,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-4-190405_1.jpg
5835,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-5-190405_1.jpg
5836,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-1_1.jpg
5837,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-2_1.jpg
5838,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-3_1.jpg
5839,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-6_1.jpg
5840,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-5_1.jpg
5841,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-4_1.jpg
5842,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5843,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-1-190405_1.jpg
5844,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-2-190405_1.jpg
5845,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-NEWBURMA-3-190405_1.jpg
5846,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp94840-1-020722.jpg
5847,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp94840-2-020722.jpg
5848,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp94840-3-020722.jpg
5849,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
5850,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5851,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5852,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-1_1.jpg
5853,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-2_1.jpg
5854,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-3_1.jpg
5855,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-6_1.jpg
5856,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-5_1.jpg
5857,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-4_1.jpg
5858,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-AFRICAN-PREMIUM-1-190405_1.jpg
5859,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-AFRICAN-PREMIUM-2-190405_1.jpg
5860,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-AFRICAN-PREMIUM-3-190405_1.jpg
5861,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-AFRICAN-PREMIUM-4-190405_1.jpg
5862,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-AFRICAN-PREMIUM-5-190405_1.jpg
5863,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5864,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5865,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp114298-1-270423.jpg
5866,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp114298-2-270423.jpg
5867,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp114298-3-270423.jpg
5868,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106307-1-151022.jpg
5869,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106307-2-151022.jpg
5870,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106307-3-151022.jpg
5871,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48573-1-130521.jpg
5872,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48573-2-130521.jpg
5873,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48573-3-130521.jpg
5874,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120032-1-150623.jpg
5875,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120032-2-150623.jpg
5876,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120032-3-150623.jpg
5877,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-1-190405_1.jpg
5878,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-2-190405_1.jpg
5879,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-3-190405_1.jpg
5880,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-4-190405_1.jpg
5881,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-5-190405_1.jpg
5882,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-1_1.jpg
5883,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-2_1.jpg
5884,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-3_1.jpg
5885,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-6_1.jpg
5886,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-5_1.jpg
5887,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-4_1.jpg
5888,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp90135-1-301121.jpg
5889,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp90135-2-301121.jpg
5890,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5891,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5892,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-1_1_1.jpg
5893,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-2_1_1.jpg
5894,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-8_1_1.jpg
5895,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-7_1_1.jpg
5896,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-4_1_1.jpg
5897,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-3_1_1.jpg
5898,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-5_1_1.jpg
5899,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-prem-india-6_1_1.jpg
5900,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp101538-1-030822.jpg
5901,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp101538-2-030822.jpg
5902,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp101538-3-030822.jpg
5903,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120717-1-190623.jpg
5904,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120717-2-190623.jpg
5905,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120717-3-190623.jpg
5906,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-1-190405_1.jpg
5907,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-2-190405_1.jpg
5908,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-3-190405_1.jpg
5909,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
5910,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
5911,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
5912,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-CLARITY-OLDBURMA-1-190405_1.jpg
5913,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp60192-1-130521.jpg
5914,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp60192-2-130521.jpg
5915,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp60192-3-130521.jpg
5916,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp101418-1-030822.jpg
5917,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp101418-2-030822.jpg
5918,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp101418-3-030822.jpg
5919,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5920,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5921,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-1-190405_1.jpg
5922,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-2-190405_1.jpg
5923,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-3-190405_1.jpg
5924,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48568-1-130521.jpg
5925,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48568-2-130521.jpg
5926,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48568-3-130521.jpg
5927,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48578-1-130521.jpg
5928,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48578-2-130521.jpg
5929,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp48578-3-130521.jpg
5930,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-1-190405_1.jpg
5931,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-2-190405_1.jpg
5932,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-3-190405_1.jpg
5933,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-1_1.jpg
5934,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-2_1.jpg
5935,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-3_1.jpg
5936,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-6_1.jpg
5937,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-5_1.jpg
5938,https://imgcdn1.gempundit.com/media/catalog/product/g/e/gem-ruby-slux-india-4_1.jpg
5939,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
5940,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
5941,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
5942,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
5943,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-1-190405_1.jpg
5944,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-2-190405_1.jpg
5945,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-NEWBURMA-3-190405_1.jpg
5946,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp119927-1-140623.jpg
5947,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp119927-2-140623.jpg
5948,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp119927-3-140623.jpg
5949,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-1-190405_1.jpg
5950,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-2-190405_1.jpg
5951,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-3-190405_1.jpg
5952,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-4-190405_1.jpg
5953,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-INDIA-5-190405_1.jpg
5954,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123111-1-30723.jpg
5955,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123111-2-30723.jpg
5956,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123111-3-30723.jpg
5957,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
5958,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
5959,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104028-1-090922.jpg
5960,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104028-2-090922.jpg
5961,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104028-3-090922.jpg
5962,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-AFRICAN-1-190405_1.jpg
5963,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-AFRICAN-2-190405_1.jpg
5964,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-LUX-AFRICAN-3-190405_1.jpg
